as_of_date,account_id,symbol,quantity,avg_cost,market_value_usd,unrealized_pnl_usd
2026-04-21,A000001263,FZUGM,2500,103.3384,358220.96,99874.96
2026-04-21,A000001265,CCT,100,130.3713,15767.85,2730.72
2026-04-21,A000001265,OUNA,5000,406.6023,4008971.72,1975960.22
2026-04-21,A000001266,NPWW,1000,508.8496,626949.0,118099.4
2026-04-21,A000001266,HHSJ,1000,537.7063,410291.62,-127414.68
2026-04-21,A000001267,LUCRW,100,42.1506,5998.55,1783.49
2026-04-21,A000001267,CZV,200,219.8828,45420.44,1443.88
2026-04-21,A000001267,HQPT,2500,58.0443,135727.31,-9383.44
2026-04-21,A000001267,ZMHJN,5000,267.4396,925416.57,-411781.43
2026-04-21,A000001267,HZYB,100,306.3241,42229.76,11597.35
2026-04-21,A000001267,HXFE,5000,355.7548,1528649.38,-250124.62
2026-04-21,A000001267,NPWW,100,517.2324,62694.9,10971.66
2026-04-21,A000001267,ILP,1000,772.2101,843981.66,71771.56
2026-04-21,A000001268,CLW,2500,904.0141,1324312.83,-935722.42
2026-04-21,A000001268,ZNZWA,100,95.3908,15004.08,5465.0
2026-04-21,A000001268,HXMDW,1000,700.3838,884024.56,183640.76
2026-04-21,A000001268,PJAWE,1000,563.2422,566684.75,3442.55
2026-04-21,A000001268,AHF,5000,482.7025,7724925.79,5311413.29
2026-04-21,A000001269,FBYB,2500,784.0518,2707161.72,747032.22
2026-04-21,A000001269,MURH,500,385.3136,181231.46,-11425.34
2026-04-21,A000001269,ELSO,2500,609.7922,546210.3,-978270.2
2026-04-21,A000001269,BDFL,500,75.6669,32310.75,-5522.7
2026-04-21,A000001270,HQJJ,2500,777.4148,1340512.07,-603024.93
2026-04-21,A000001270,HHYZ,200,720.1851,148806.57,4769.55
2026-04-21,A000001270,TIFI,5000,219.3242,646556.26,-450064.74
2026-04-21,A000001270,RXIRR,500,24.9214,7611.4,-4849.3
2026-04-21,A000001270,PSPEQ,1000,694.434,721662.71,27228.71
2026-04-21,A000001270,TTZQ,5000,469.1843,1437011.92,-908909.58
2026-04-21,A000001270,DHWMA,5000,394.9584,1678770.95,-296021.05
2026-04-21,A000001271,HQPT,500,51.9997,27145.46,1145.61
2026-04-21,A000001271,HORT,100,647.598,82487.73,17727.93
2026-04-21,A000001273,EFYM,100,108.5667,20021.46,9164.79
2026-04-21,A000001273,TCLH,5000,678.9534,4265364.4,870597.4
2026-04-21,A000001274,NKII,500,449.2753,348262.98,123625.33
2026-04-21,A000001274,JOW,100,271.5556,22853.11,-4302.45
2026-04-21,A000001274,TTZQ,100,526.5073,28740.24,-23910.49
2026-04-21,A000001274,TCLH,100,592.6323,85307.29,26044.06
2026-04-21,A000001275,ZCAI,2500,324.3489,702189.03,-108683.22
2026-04-21,A000001275,ELSO,5000,439.9558,1092420.6,-1107358.4
2026-04-21,A000001275,ZGOJ,2500,779.2091,1985823.85,37801.1
2026-04-21,A000001275,TEH,100,610.6927,97118.35,36049.08
2026-04-21,A000001275,JOERN,2500,527.3942,1246881.44,-71604.06
2026-04-21,A000001275,MURH,100,332.3046,36246.29,3015.83
2026-04-21,A000001275,UMBT,100,668.6529,34334.73,-32530.56
2026-04-21,A000001276,IMG,100,509.1877,43822.53,-7096.24
2026-04-21,A000001276,TEH,5000,583.6129,4855917.52,1937853.02
2026-04-21,A000001276,MER,100,410.592,34265.7,-6793.5
2026-04-21,A000001276,HQPT,1000,65.5458,54290.92,-11254.88
2026-04-21,A000001276,JOERN,2500,562.8268,1246881.44,-160185.56
2026-04-21,A000001276,UGIE,2500,361.5822,1357108.66,453153.16
2026-04-21,A000001276,COBO,2500,420.7867,826866.05,-225100.7
2026-04-21,A000001277,UCEN,100,99.3561,9823.5,-112.11
2026-04-21,A000001277,ZYVC,200,136.5519,25466.36,-1844.02
2026-04-21,A000001278,PSPEQ,2500,546.9867,1804156.77,436690.02
2026-04-21,A000001278,NGQ,2500,283.0584,753318.99,45672.99
2026-04-21,A000001278,COBO,100,403.439,33074.64,-7269.26
2026-04-21,A000001279,MER,5000,431.2623,1713285.24,-443026.26
2026-04-21,A000001279,ZQME,5000,427.5865,1359420.1,-778512.4
2026-04-21,A000001279,MWXE,1000,379.6462,128978.64,-250667.56
2026-04-21,A000001279,ZNZWA,200,90.1716,30008.15,11973.83
2026-04-21,A000001279,WXQLM,100,399.0901,68033.25,28124.24
2026-04-21,A000001279,HQJJ,100,634.0035,53620.48,-9779.87
2026-04-21,A000001279,RFDY,1000,422.3749,597093.03,174718.13
2026-04-21,A000001280,YAVU,1000,127.9932,225917.95,97924.75
2026-04-21,A000001280,UPIL,2500,176.8544,800008.98,357872.98
2026-04-21,A000001280,VTZM,1000,196.5551,187815.95,-8739.15
2026-04-21,A000001281,HQJJ,500,782.1953,268102.41,-122995.24
2026-04-21,A000001281,UCEN,1000,144.4031,98235.02,-46168.08
2026-04-21,A000001282,HQPT,200,53.9129,10858.18,75.6
2026-04-21,A000001282,NGQ,1000,403.7981,301327.59,-102470.51
2026-04-21,A000001282,IMG,2500,524.9237,1095563.29,-216745.96
2026-04-21,A000001282,FZUGM,500,85.7179,71644.19,28785.24
2026-04-21,A000001282,MER,200,346.9753,68531.41,-863.65
2026-04-21,A000001282,FCVJ,500,145.3443,93643.24,20971.09
2026-04-21,A000001282,HXMDW,2500,556.4832,2210061.41,818853.41
2026-04-21,A000001282,YAVU,2500,141.0158,564794.87,212255.37
2026-04-21,A000001283,TTZQ,100,368.1319,28740.24,-8072.95
2026-04-21,A000001285,HXMDW,200,520.6517,176804.91,72674.57
2026-04-21,A000001285,JISTW,500,35.1284,26466.19,8901.99
2026-04-21,A000001285,KLO,500,170.7877,71619.51,-13774.34
2026-04-21,A000001286,UPIL,1000,157.6722,320003.59,162331.39
2026-04-21,A000001287,JISTW,2500,46.943,132330.97,14973.47
2026-04-21,A000001287,HXFE,1000,328.2151,305729.88,-22485.22
2026-04-21,A000001288,TTZQ,500,494.1694,143701.19,-103383.51
2026-04-21,A000001288,JOERN,100,516.342,49875.26,-1758.94
2026-04-21,A000001289,CZV,500,291.7614,113551.11,-32329.59
2026-04-21,A000001290,NTUX,5000,564.2627,2431195.15,-390118.35
2026-04-21,A000001290,CZV,2500,176.7123,567755.54,125974.79
2026-04-21,A000001290,HZYB,100,246.3546,42229.76,17594.3
2026-04-21,A000001290,WXQLM,2500,319.2339,1700831.27,902746.52
2026-04-21,A000001291,QLRI,2500,574.1393,822909.37,-612438.88
2026-04-21,A000001291,BMK,2500,427.1144,877647.14,-190138.86
2026-04-21,A000001292,FBYB,1000,459.9479,1082864.69,622916.79
2026-04-21,A000001292,WXQLM,1000,323.0747,680332.51,357257.81
2026-04-21,A000001292,HXFE,200,354.4614,61145.98,-9746.3
2026-04-21,A000001292,IMG,500,482.3386,219112.66,-22056.64
2026-04-21,A000001293,SDSL,100,436.8609,33685.99,-10000.1
2026-04-21,A000001293,WXQLM,500,539.8702,340166.25,70231.15
2026-04-21,A000001293,CCT,200,163.9925,31535.7,-1262.8
2026-04-21,A000001293,OIOO,1000,633.3581,852648.8,219290.7
2026-04-21,A000001293,FCVJ,200,154.6779,37457.29,6521.71
2026-04-21,A000001293,PLR,1000,352.0451,421402.86,69357.76
2026-04-21,A000001293,ADLJL,5000,156.064,1060150.04,279830.04
2026-04-21,A000001294,ZCAI,200,319.8495,56175.12,-7794.78
2026-04-21,A000001294,BMW,100,526.1218,84525.97,31913.79
2026-04-21,A000001294,SDSL,2500,356.1294,842149.7,-48173.8
2026-04-21,A000001294,CIM,200,507.4301,168674.26,67188.24
2026-04-21,A000001294,CZV,200,253.4381,45420.44,-5267.18
2026-04-21,A000001294,ZGOJ,500,723.7064,397164.77,35311.57
2026-04-21,A000001295,HQPT,1000,80.0127,54290.92,-25721.78
2026-04-21,A000001295,LUCRW,5000,63.1001,299927.57,-15572.93
2026-04-21,A000001295,SHI,200,196.9818,32855.05,-6541.31
2026-04-21,A000001295,KTEKC,5000,231.6172,1483869.12,325783.12
2026-04-21,A000001295,BMK,5000,320.7047,1755294.28,151770.78
2026-04-21,A000001295,MOXDD,2500,550.7964,1521868.71,144877.71
2026-04-21,A000001295,FBYB,1000,662.5986,1082864.69,420266.09
2026-04-21,A000001295,COBO,5000,350.3627,1653732.09,-98081.41
2026-04-21,A000001296,CZV,100,284.2291,22710.22,-5712.69
2026-04-21,A000001296,AWOX,2500,455.9596,822576.2,-317322.8
2026-04-21,A000001296,VNCR,5000,54.4484,334967.43,62725.43
2026-04-21,A000001297,MOXDD,1000,671.5511,608747.48,-62803.62
2026-04-21,A000001297,ZMHJN,5000,445.1742,925416.57,-1300454.43
2026-04-21,A000001297,MURH,5000,333.4486,1812314.58,145071.58
2026-04-21,A000001297,UCEN,100,124.928,9823.5,-2669.3
2026-04-21,A000001297,CAHM,1000,832.5233,1210502.17,377978.87
2026-04-21,A000001297,FBYB,200,789.73,216572.94,58626.94
2026-04-21,A000001297,XJED,2500,295.0489,540892.62,-196729.63
2026-04-21,A000001297,TIFI,5000,197.7571,646556.26,-342229.24
2026-04-21,A000001298,ZNPJ,1000,202.609,378560.61,175951.61
2026-04-21,A000001298,ZNZWA,200,115.6391,30008.15,6880.33
2026-04-21,A000001298,MOXDD,2500,518.9686,1521868.71,224447.21
2026-04-21,A000001299,HXFE,5000,372.9943,1528649.38,-336322.12
2026-04-21,A000001299,RXIRR,500,23.8951,7611.4,-4336.15
2026-04-21,A000001299,PJAWE,100,544.819,56668.47,2186.57
2026-04-21,A000001302,LAHK,200,125.176,15545.67,-9489.53
2026-04-21,A000001303,HJD,5000,542.4787,5357493.66,2645100.16
2026-04-21,A000001303,XVGQO,5000,424.1113,1915091.38,-205465.12
2026-04-21,A000001303,RFDY,100,314.6206,59709.3,28247.24
2026-04-21,A000001303,VUVE,2500,247.6136,802520.28,183486.28
2026-04-21,A000001303,NKII,200,614.8672,139305.19,16331.75
2026-04-21,A000001303,DDTO,5000,265.8591,1317180.28,-12115.22
2026-04-21,A000001304,HJD,5000,675.4296,5357493.66,1980345.66
2026-04-21,A000001304,YRETH,100,450.2981,41760.45,-3269.36
2026-04-21,A000001304,MURH,2500,508.5464,906157.29,-365208.71
2026-04-21,A000001304,NGQ,200,300.2338,60265.52,218.76
2026-04-21,A000001305,YAVU,1000,170.6016,225917.95,55316.35
2026-04-21,A000001305,IMG,5000,562.5663,2191126.59,-621704.91
2026-04-21,A000001305,UGIE,5000,469.1451,2714217.33,368491.83
2026-04-21,A000001305,NGQ,2500,382.0165,753318.99,-201722.26
2026-04-21,A000001305,CCT,100,106.7128,15767.85,5096.57
2026-04-21,A000001305,VTZM,2500,161.2503,469539.88,66414.13
2026-04-21,A000001305,JBM,100,429.338,43190.25,256.45
2026-04-21,A000001305,LUCRW,2500,73.6313,149963.78,-34114.47
2026-04-21,A000001306,YAVU,500,176.6181,112958.97,24649.92
2026-04-21,A000001308,ILP,2500,541.7747,2109954.15,755517.4
2026-04-21,A000001308,VUVE,1000,311.7597,321008.11,9248.41
2026-04-21,A000001308,DLYFL,5000,41.1006,94979.13,-110523.87
2026-04-21,A000001308,KLO,1000,133.3877,143239.03,9851.33
2026-04-21,A000001308,JPYTB,1000,254.9211,339065.03,84143.93
2026-04-21,A000001308,BULH,1000,464.9692,356864.84,-108104.36
2026-04-21,A000001310,ZQLN,5000,462.1392,2138496.93,-172199.07
2026-04-21,A000001310,BMW,500,456.9669,422629.83,194146.38
2026-04-21,A000001310,JOW,200,207.3241,45706.23,4241.41
2026-04-21,A000001310,LYYA,2500,92.9414,251226.41,18872.91
2026-04-21,A000001310,ZYVC,5000,141.2554,636659.1,-69617.9
2026-04-21,A000001311,YAVU,1000,117.1707,225917.95,108747.25
2026-04-21,A000001311,CLW,5000,679.8659,2648625.67,-750703.83
2026-04-21,A000001311,JISTW,5000,51.6737,264661.94,6293.44
2026-04-21,A000001311,SNO,200,143.2842,73428.75,44771.91
2026-04-21,A000001312,MGLSG,2500,655.1762,2439326.63,801386.13
2026-04-21,A000001312,CLW,2500,757.4085,1324312.83,-569208.42
2026-04-21,A000001312,AHF,1000,468.2773,1544985.16,1076707.86
2026-04-21,A000001312,SHI,500,231.9511,82137.62,-33837.93
2026-04-21,A000001312,MER,1000,382.3552,342657.05,-39698.15
2026-04-21,A000001313,UPIL,200,234.5269,64000.72,17095.34
2026-04-21,A000001313,THIVN,2500,930.5655,2386709.78,60296.03
2026-04-21,A000001313,KLO,500,110.415,71619.51,16412.01
2026-04-21,A000001313,HJD,1000,639.149,1071498.73,432349.73
2026-04-21,A000001313,OIOO,5000,954.7459,4263243.99,-510485.51
2026-04-21,A000001314,LYYA,5000,97.3727,502452.82,15589.32
2026-04-21,A000001314,HQPT,2500,55.2177,135727.31,-2316.94
2026-04-21,A000001314,BIBMX,2500,120.6396,383857.39,82258.39
2026-04-21,A000001314,BMW,2500,432.2527,2113149.15,1032517.4
2026-04-21,A000001314,ZMHJN,5000,313.6336,925416.57,-642751.43
2026-04-21,A000001314,JOERN,2500,473.0796,1246881.44,64182.44
2026-04-21,A000001314,DBZP,200,212.6414,43648.52,1120.24
2026-04-21,A000001315,MURH,500,476.8557,181231.46,-57196.39
2026-04-21,A000001315,TTZQ,2500,525.5937,718505.96,-595478.29
2026-04-21,A000001315,LAHK,100,96.1681,7772.83,-1843.98
2026-04-21,A000001315,WXQLM,5000,349.7789,3401662.54,1652768.04
2026-04-21,A000001315,ZGOJ,100,719.817,79432.95,7451.25
2026-04-21,A000001315,ORI,1000,261.496,267527.15,6031.15
2026-04-21,A000001315,XREL,2500,844.3655,1690990.14,-419923.61
2026-04-21,A000001317,SHI,2500,280.5773,410688.11,-290755.14
2026-04-21,A000001317,JOERN,100,637.2773,49875.26,-13852.47
2026-04-21,A000001317,PJAWE,5000,385.7523,2833423.74,904662.24
2026-04-21,A000001317,ZCAI,500,267.4891,140437.81,6693.26
2026-04-21,A000001317,THIVN,100,554.6344,95468.39,40004.95
2026-04-21,A000001317,HHYZ,500,899.9696,372016.42,-77968.38
2026-04-21,A000001317,NKII,1000,579.325,696525.96,117200.96
2026-04-21,A000001318,ORI,500,256.5502,133763.57,5488.47
2026-04-21,A000001318,SDSL,2500,249.5458,842149.7,218285.2
2026-04-21,A000001318,NKII,1000,384.2142,696525.96,312311.76
2026-04-21,A000001319,NKII,200,588.0136,139305.19,21702.47
2026-04-21,A000001319,CZV,500,304.3046,113551.11,-38601.19
2026-04-21,A000001320,CIM,5000,579.2591,4216856.6,1320561.1
2026-04-21,A000001320,MURH,200,345.1724,72492.58,3458.1
2026-04-21,A000001321,THIVN,2500,622.6109,2386709.78,830182.53
2026-04-21,A000001321,OUNA,2500,716.0442,2004485.86,214375.36
2026-04-21,A000001321,NKII,500,409.0801,348262.98,143722.93
2026-04-21,A000001321,XJED,1000,372.7601,216357.05,-156403.05
2026-04-21,A000001321,FCVJ,200,149.2261,37457.29,7612.07
2026-04-21,A000001321,DNFO,500,306.8235,153808.64,396.89
2026-04-21,A000001322,BDFL,100,66.9741,6462.15,-235.26
2026-04-21,A000001322,AHF,2500,701.848,3862462.89,2107842.89
2026-04-21,A000001322,PLR,200,453.6881,84280.57,-6457.05
2026-04-21,A000001322,JISTW,200,39.2119,10586.48,2744.1
2026-04-21,A000001322,HQJJ,200,903.4795,107240.97,-73454.93
2026-04-21,A000001322,YRETH,2500,603.4128,1044011.16,-464520.84
2026-04-21,A000001322,YUQR,200,414.1236,127282.11,44457.39
2026-04-21,A000001322,OIOO,5000,920.1837,4263243.99,-337674.51
2026-04-21,A000001323,HXMDW,2500,514.3402,2210061.41,924210.91
2026-04-21,A000001323,OUNA,1000,497.0359,801794.34,304758.44
2026-04-21,A000001323,MOXDD,1000,797.4831,608747.48,-188735.62
2026-04-21,A000001323,AHF,100,766.293,154498.52,77869.22
2026-04-21,A000001324,CAHM,5000,518.0547,6052510.84,3462237.34
2026-04-21,A000001324,UGIE,2500,427.7265,1357108.66,287792.41
2026-04-21,A000001324,YAVU,5000,119.6591,1129589.73,531294.23
2026-04-21,A000001325,IAWGP,100,650.6597,71101.69,6035.72
2026-04-21,A000001325,LAHK,500,87.1999,38864.16,-4735.79
2026-04-21,A000001325,JBM,2500,556.9315,1079756.33,-312572.42
2026-04-21,A000001325,JPYTB,5000,258.2389,1695325.16,404130.66
2026-04-21,A000001325,FBYB,100,634.1944,108286.47,44867.03
2026-04-21,A000001327,HHYZ,500,749.8148,372016.42,-2890.98
2026-04-21,A000001327,YAVU,200,172.0266,45183.59,10778.27
2026-04-21,A000001327,PLR,200,505.3675,84280.57,-16792.93
2026-04-21,A000001327,LAHK,2500,73.3301,194320.82,10995.57
2026-04-21,A000001327,ZNPJ,100,247.7085,37856.06,13085.21
2026-04-21,A000001328,MER,200,397.3689,68531.41,-10942.37
2026-04-21,A000001328,YRETH,200,647.2705,83520.89,-45933.21
2026-04-21,A000001328,UCEN,2500,170.0931,245587.54,-179645.21
2026-04-21,A000001328,ZCAI,200,222.8349,56175.12,11608.14
2026-04-21,A000001328,ADLJL,5000,215.2367,1060150.04,-16033.46
2026-04-21,A000001328,XREL,2500,573.3756,1690990.14,257551.14
2026-04-21,A000001332,ZGOJ,100,766.6578,79432.95,2767.17
2026-04-21,A000001333,MWXE,100,461.6963,12897.86,-33271.77
2026-04-21,A000001333,HJD,100,530.5886,107149.87,54091.01
2026-04-21,A000001333,JBM,5000,699.9908,2159512.65,-1340441.35
2026-04-21,A000001333,HXMDW,100,555.5157,88402.46,32850.89
2026-04-21,A000001335,BULH,2500,515.6412,892162.09,-396940.91
2026-04-21,A000001335,KTEKC,500,370.8368,148386.91,-37031.49
2026-04-21,A000001335,CZV,500,245.8341,113551.11,-9365.94
2026-04-21,A000001335,ELSO,1000,462.8889,218484.12,-244404.78
2026-04-21,A000001336,CIM,200,562.6478,168674.26,56144.7
2026-04-21,A000001336,MER,5000,346.5907,1713285.24,-19668.26
2026-04-21,A000001336,JPYTB,100,231.5334,33906.5,10753.16
2026-04-21,A000001336,TIFI,2500,172.7252,323278.13,-108534.87
2026-04-21,A000001336,XVGQO,2500,466.9023,957545.69,-209710.06
2026-04-21,A000001336,FZUGM,1000,121.8196,143288.38,21468.78
2026-04-21,A000001336,XJED,200,318.4599,43271.41,-20420.57
2026-04-21,A000001336,JOW,5000,172.6491,1142655.69,279410.19
2026-04-21,A000001337,QZIZI,5000,477.5653,3853380.49,1465553.99
2026-04-21,A000001337,PJAWE,2500,576.7576,1416711.87,-25182.13
2026-04-21,A000001337,HQJJ,500,566.344,268102.41,-15069.59
2026-04-21,A000001337,IAWGP,5000,483.9686,3555084.45,1135241.45
2026-04-21,A000001337,XJED,100,244.5329,21635.7,-2817.59
2026-04-21,A000001337,CLW,2500,980.0046,1324312.83,-1125698.67
2026-04-21,A000001338,ILP,200,693.3717,168796.33,30121.99
2026-04-21,A000001338,BDFL,100,94.6866,6462.15,-3006.51
2026-04-21,A000001338,ZQME,100,267.0968,27188.4,478.72
2026-04-21,A000001338,VUVE,100,344.5405,32100.81,-2353.24
2026-04-21,A000001338,XJED,100,344.1784,21635.7,-12782.14
2026-04-21,A000001339,TIFI,100,189.343,12931.13,-6003.17
2026-04-21,A000001339,CAHM,200,545.6127,242100.43,132977.89
2026-04-21,A000001340,DLYFL,1000,29.8238,18995.83,-10827.97
2026-04-21,A000001340,LUCRW,500,43.9779,29992.76,8003.81
2026-04-21,A000001341,ZQLN,5000,491.2959,2138496.93,-317982.57
2026-04-21,A000001341,ZCAI,200,308.6324,56175.12,-5551.36
2026-04-21,A000001341,HHSJ,2500,531.8683,1025729.04,-303941.71
2026-04-21,A000001341,CCT,2500,149.8367,394196.27,19604.52
2026-04-21,A000001342,DBZP,2500,143.2661,545606.47,187441.22
2026-04-21,A000001343,BMW,500,467.9616,422629.83,188649.03
2026-04-21,A000001343,VOLI,200,216.102,24021.65,-19198.75
2026-04-21,A000001343,THIVN,100,824.6455,95468.39,13003.84
2026-04-21,A000001343,PLR,2500,473.6272,1053507.14,-130560.86
2026-04-21,A000001343,MOXDD,100,663.7026,60874.75,-5495.51
2026-04-21,A000001343,KTEKC,5000,328.347,1483869.12,-157865.88
2026-04-21,A000001344,MGLSG,1000,613.073,975730.65,362657.65
2026-04-21,A000001344,FCVJ,100,104.4949,18728.65,8279.16
2026-04-21,A000001345,HXFE,500,395.1634,152864.94,-44716.76
2026-04-21,A000001345,JISTW,500,45.7324,26466.19,3599.99
2026-04-21,A000001345,FZUGM,1000,99.3934,143288.38,43894.98
2026-04-21,A000001345,PLR,2500,335.7902,1053507.14,214031.64
2026-04-21,A000001345,LAHK,2500,86.1529,194320.82,-21061.43
2026-04-21,A000001346,UCEN,2500,176.066,245587.54,-194577.46
2026-04-21,A000001349,WXQLM,500,386.9268,340166.25,146702.85
2026-04-21,A000001349,VTZM,500,207.4498,93907.98,-9816.92
2026-04-21,A000001350,TCLH,5000,636.8151,4265364.4,1081288.9
2026-04-21,A000001351,ZGOJ,200,714.1988,158865.91,16026.15
2026-04-21,A000001351,IAWGP,5000,521.8162,3555084.45,946003.45
2026-04-21,A000001351,BULH,500,688.0579,178432.42,-165596.53
2026-04-21,A000001353,JPYTB,200,187.6701,67813.01,30278.99
2026-04-21,A000001353,EFYM,100,130.564,20021.46,6965.06
2026-04-21,A000001354,SHI,1000,224.4019,164275.24,-60126.66
2026-04-21,A000001354,PLR,500,357.562,210701.43,31920.43
2026-04-21,A000001354,THIVN,2500,938.9736,2386709.78,39275.78
2026-04-21,A000001355,FCVJ,2500,106.9915,468216.18,200737.43
2026-04-21,A000001355,YNUS,500,464.2253,209463.55,-22649.1
2026-04-21,A000001355,NGQ,200,324.7897,60265.52,-4692.42
2026-04-21,A000001355,RFDY,200,328.8771,119418.61,53643.19
2026-04-21,A000001355,HXFE,100,407.0095,30572.99,-10127.96
2026-04-21,A000001355,ZGOJ,5000,664.8591,3971647.71,647352.21
2026-04-21,A000001356,TEH,100,496.3939,97118.35,47478.96
2026-04-21,A000001356,COBO,2500,259.6363,826866.05,177775.3
2026-04-21,A000001356,HXMDW,2500,610.678,2210061.41,683366.41
2026-04-21,A000001356,HXFE,500,456.1426,152864.94,-75206.36
2026-04-21,A000001357,CLW,500,660.297,264862.57,-65285.93
2026-04-21,A000001357,LAHK,500,89.3304,38864.16,-5801.04
2026-04-21,A000001357,BIBMX,1000,97.6906,153542.96,55852.36
2026-04-21,A000001357,NKII,500,603.3803,348262.98,46572.83
2026-04-21,A000001358,ZYVC,200,96.1637,25466.36,6233.62
2026-04-21,A000001358,ZMHJN,500,322.5157,92541.66,-68716.19
2026-04-21,A000001358,UMBT,500,432.4422,171673.65,-44547.45
2026-04-21,A000001358,HXMDW,100,480.084,88402.46,40394.06
2026-04-21,A000001360,XREL,200,938.0748,135279.21,-52335.75
2026-04-21,A000001360,TCLH,1000,462.7646,853072.88,390308.28
2026-04-21,A000001360,ZGOJ,1000,493.4848,794329.54,300844.74
2026-04-21,A000001360,DBZP,100,223.8569,21824.26,-561.43
2026-04-21,A000001360,ORI,500,249.9854,133763.57,8770.87
2026-04-21,A000001360,AHF,1000,442.9832,1544985.16,1102001.96
2026-04-21,A000001361,MER,500,330.5111,171328.52,6072.97
2026-04-21,A000001361,ZQME,1000,289.5379,271884.02,-17653.88
2026-04-21,A000001361,SNO,1000,119.5249,367143.75,247618.85
2026-04-21,A000001361,BIBMX,5000,140.3743,767714.79,65843.29
2026-04-21,A000001361,NTUX,500,468.6616,243119.52,8788.72
2026-04-21,A000001361,DLYFL,200,33.1671,3799.17,-2834.25
2026-04-21,A000001361,OIOO,500,924.6029,426324.4,-35977.05
2026-04-21,A000001361,MWXE,500,604.3169,64489.32,-237669.13
2026-04-21,A000001362,YUQR,5000,563.2278,3182052.79,365913.79
2026-04-21,A000001362,PSPEQ,5000,907.1074,3608313.53,-927223.47
2026-04-21,A000001362,ODGF,5000,388.9144,2089517.38,144945.38
2026-04-21,A000001362,ZQME,1000,418.1644,271884.02,-146280.38
2026-04-21,A000001362,RBQA,500,629.7946,334277.64,19380.34
2026-04-21,A000001364,AWOX,1000,281.4297,329030.48,47600.78
2026-04-21,A000001366,FBYB,2500,802.4426,2707161.72,701055.22
2026-04-21,A000001366,ZMHJN,2500,459.732,462708.28,-686621.72
2026-04-21,A000001366,ZNPJ,500,210.0512,189280.3,84254.7
2026-04-21,A000001367,COBO,500,285.1177,165373.21,22814.36
2026-04-21,A000001367,YUQR,100,430.7924,63641.06,20561.82
2026-04-21,A000001369,ORI,100,228.7385,26752.71,3878.86
2026-04-21,A000001369,SHI,5000,288.9562,821376.21,-623404.79
2026-04-21,A000001369,TEH,500,504.7391,485591.75,233222.2
2026-04-21,A000001369,MOXDD,200,521.2588,121749.5,17497.74
2026-04-21,A000001369,QLRI,500,667.0133,164581.87,-168924.78
2026-04-21,A000001369,RXIRR,5000,21.5262,76114.05,-31516.95
2026-04-21,A000001369,PJAWE,5000,591.1118,2833423.74,-122135.26
2026-04-21,A000001369,HHSJ,5000,425.7814,2051458.08,-77448.92
2026-04-21,A000001370,RFDY,1000,276.8774,597093.03,320215.63
2026-04-21,A000001370,PJAWE,200,551.0171,113336.95,3133.53
2026-04-21,A000001370,ZGOJ,200,775.6571,158865.91,3734.49
2026-04-21,A000001370,XJED,1000,373.9847,216357.05,-157627.65
2026-04-21,A000001371,LAHK,2500,103.1007,194320.82,-63430.93
2026-04-21,A000001371,YAVU,2500,171.6298,564794.87,135720.37
2026-04-21,A000001371,WXQLM,5000,381.8916,3401662.54,1492204.54
2026-04-21,A000001371,ZQME,2500,245.4675,679710.05,66041.3
2026-04-21,A000001371,SHI,200,168.6949,32855.05,-883.93
2026-04-21,A000001372,YRETH,200,601.5409,83520.89,-36787.29
2026-04-21,A000001372,BMK,5000,442.877,1755294.28,-459090.72
2026-04-21,A000001372,UMBT,100,401.2314,34334.73,-5788.41
2026-04-21,A000001372,DLYFL,200,31.3553,3799.17,-2471.89
2026-04-21,A000001372,NKII,1000,455.3022,696525.96,241223.76
2026-04-21,A000001372,RXIRR,2500,21.4104,38057.02,-15468.98
2026-04-21,A000001373,IMG,1000,549.7369,438225.32,-111511.58
2026-04-21,A000001373,JISTW,100,41.306,5293.24,1162.64
2026-04-21,A000001373,XREL,2500,840.9408,1690990.14,-411361.86
2026-04-21,A000001374,UPIL,5000,215.6545,1600017.97,521745.47
2026-04-21,A000001374,ZCAI,100,314.9381,28087.56,-3406.25
2026-04-21,A000001374,MGLSG,100,780.3464,97573.07,19538.43
2026-04-21,A000001374,AHF,500,438.3733,772492.58,553305.93
2026-04-21,A000001374,DBZP,200,160.1348,43648.52,11621.56
2026-04-21,A000001374,ELSO,1000,561.5748,218484.12,-343090.68
2026-04-21,A000001375,RXIRR,5000,21.0482,76114.05,-29126.95
2026-04-21,A000001375,XREL,1000,837.0313,676396.06,-160635.24
2026-04-21,A000001375,UGIE,2500,398.8635,1357108.66,359949.91
2026-04-21,A000001375,RBQA,200,450.3361,133711.06,43643.84
2026-04-21,A000001375,HHSJ,200,376.1897,82058.32,6820.38
2026-04-21,A000001375,JPYTB,5000,217.5364,1695325.16,607643.16
2026-04-21,A000001375,VUVE,500,356.3055,160504.06,-17648.69
2026-04-21,A000001375,RFDY,500,319.9198,298546.52,138586.62
2026-04-21,A000001377,HHSJ,200,442.9239,82058.32,-6526.46
2026-04-21,A000001378,BMW,5000,487.6754,4226298.29,1787921.29
2026-04-21,A000001378,LUCRW,200,51.7544,11997.1,1646.22
2026-04-21,A000001379,VTZM,1000,157.2877,187815.95,30528.25
2026-04-21,A000001380,DBZP,1000,139.7123,218242.59,78530.29
2026-04-21,A000001380,TCLH,100,712.3011,85307.29,14077.18
2026-04-21,A000001380,PJAWE,500,603.3131,283342.37,-18314.18
