symbol,trade_date,open,high,low,close,volume,adj_close
JPYTB,2026-03-09,357.1869,362.4484,347.0031,348.4564,701780,348.4564
ZNPJ,2026-03-09,393.0244,395.4478,383.9072,384.8586,435184,384.8586
RXIRR,2026-03-09,14.7152,15.2991,14.6655,15.2347,312342,15.2347
EFYM,2026-03-09,225.7478,227.9718,219.9666,221.2682,169481,221.2682
VUVE,2026-03-09,331.8749,331.9811,321.3195,323.3938,1317499,323.3938
ZMHJN,2026-03-09,242.1156,243.8011,220.5912,225.0069,314763,225.0069
DLYFL,2026-03-09,14.9303,15.9639,14.4729,15.9576,166984,15.9576
SDSL,2026-03-09,328.1331,329.4851,325.3236,326.5867,446217,326.5867
JOERN,2026-03-09,518.2468,520.9812,516.6146,520.6367,248127,520.6367
BULH,2026-03-09,431.9731,444.3427,430.0489,444.3352,72565,444.3352
YNUS,2026-03-09,430.9482,437.8538,422.7342,437.3421,722536,437.3421
HZYB,2026-03-09,434.6818,437.2095,427.6131,428.4251,83537,428.4251
ADLJL,2026-03-09,209.2368,213.6522,208.6266,210.6001,90047,210.6001
HXMDW,2026-03-09,813.5238,815.6753,782.4022,790.6174,1076805,790.6174
FZUGM,2026-03-09,147.2605,152.005,144.514,150.9292,1413987,150.9292
QLRI,2026-03-09,309.4349,313.45,300.9985,302.4877,711327,302.4877
XVGQO,2026-03-09,406.3036,407.7492,404.142,405.2753,160246,405.2753
MURH,2026-03-09,359.6494,361.7639,340.7865,341.6736,4007377,341.6736
IMG,2026-03-09,431.7348,432.6364,425.7738,428.0531,665546,428.0531
BMW,2026-03-09,800.2234,802.3846,774.7868,777.3047,868754,777.3047
KLO,2026-03-09,137.8973,141.2517,137.1003,139.8424,244016,139.8424
THIVN,2026-03-09,1216.8012,1232.117,1190.6488,1195.4348,407391,1195.4348
PSPEQ,2026-03-09,800.4416,825.9011,798.1285,815.9604,437450,815.9604
SNO,2026-03-09,365.1937,368.1307,345.2169,345.4554,1724119,345.4554
HHYZ,2026-03-09,722.2113,772.8636,700.6809,764.2397,1617566,764.2397
HHSJ,2026-03-09,506.5281,510.651,494.4319,503.2042,1084151,503.2042
CIM,2026-03-09,844.771,847.7865,839.0297,844.4427,211235,844.4427
YAVU,2026-03-09,257.652,258.2207,249.4354,251.3686,298266,251.3686
VNCR,2026-03-09,68.4003,70.2407,67.078,69.1746,1794534,69.1746
MER,2026-03-09,378.2877,379.8139,377.5104,378.6641,207355,378.6641
COBO,2026-03-09,302.5207,315.8867,301.3236,315.3686,752947,315.3686
ORI,2026-03-09,247.081,250.4943,246.8463,249.7625,279872,249.7625
TTZQ,2026-03-09,319.8872,325.2534,314.7451,325.0909,278120,325.0909
VTZM,2026-03-09,213.3821,216.6873,212.5848,215.7561,106615,215.7561
PLR,2026-03-09,462.3922,464.9693,456.7881,459.2636,1873346,459.2636
WXQLM,2026-03-09,652.8266,674.2314,638.2269,639.4119,220139,639.4119
ODGF,2026-03-09,405.7568,413.5092,403.7919,413.4447,1822446,413.4447
HXFE,2026-03-09,305.3068,309.0098,299.5259,302.9953,195255,302.9953
TIFI,2026-03-09,143.0776,152.5984,141.7294,150.688,79753,150.688
ZQME,2026-03-09,293.1926,295.1276,288.8233,291.5095,1154737,291.5095
BDFL,2026-03-09,73.2977,74.1695,71.5156,72.1128,96368,72.1128
NGQ,2026-03-09,317.3546,318.5303,312.2342,312.2804,77013,312.2804
AHF,2026-03-10,1328.9262,1409.25,1297.7224,1385.1158,199660,1385.1158
SIEY,2026-03-10,1083.3724,1109.7475,1081.4174,1099.0323,51703,1099.0323
HQJJ,2026-03-10,686.2089,698.069,677.0294,690.0724,73779,690.0724
DDTO,2026-03-10,298.0877,300.0886,296.6257,297.1625,1541163,297.1625
ZNZWA,2026-03-10,137.9331,142.0722,136.2629,141.9,2261301,141.9
OUNA,2026-03-10,732.8216,736.2706,727.7898,728.185,2084926,728.185
ZQLN,2026-03-10,427.0203,442.2886,422.8679,442.1203,102366,442.1203
RFDY,2026-03-10,642.3172,644.5415,623.9584,630.8962,23065,630.8962
UCEN,2026-03-10,135.1069,139.1718,133.5601,136.0989,379591,136.0989
MWXE,2026-03-10,120.8973,122.7604,120.4195,122.6529,472771,122.6529
BIBMX,2026-03-10,144.1536,147.9445,144.1466,147.6768,218282,147.6768
LYYA,2026-03-10,103.6259,103.9593,101.9073,102.3077,4945669,102.3077
TEH,2026-03-10,881.3099,916.7306,862.7066,896.2659,1453184,896.2659
ELSO,2026-03-10,381.0483,388.635,377.9718,382.4027,980899,382.4027
JOW,2026-03-10,206.2542,210.6875,206.2535,207.7953,1010021,207.7953
JBM,2026-03-10,404.5453,408.7332,401.743,408.229,1058516,408.229
IAWGP,2026-03-10,590.3263,599.9253,571.801,577.9975,191180,577.9975
SHI,2026-03-10,189.4432,190.09,189.3872,189.5843,242286,189.5843
UPIL,2026-03-10,313.5564,318.8955,300.0569,304.2689,746769,304.2689
DBZP,2026-03-10,273.0076,273.3543,259.2334,262.3193,582117,262.3193
MOXDD,2026-03-10,709.636,732.7058,701.3411,729.0319,328683,729.0319
MGLSG,2026-03-10,1036.8855,1046.6065,1036.0262,1045.5789,1212830,1045.5789
NTUX,2026-03-10,556.5161,563.9075,521.4826,527.5908,750682,527.5908
CLW,2026-03-10,574.7205,577.4843,553.9156,556.3168,599033,556.3168
FBYB,2026-03-10,948.3744,959.8016,937.5263,939.6465,406714,939.6465
ZCAI,2026-03-10,268.7107,269.0048,266.9407,268.1905,186222,268.1905
RBQA,2026-03-10,675.2784,678.1461,668.7478,677.071,303679,677.071
PJAWE,2026-03-10,542.2143,563.2781,542.0955,558.135,285646,558.135
LAHK,2026-03-10,75.9859,78.8714,75.7208,77.8855,714498,77.8855
YRETH,2026-03-10,473.4533,474.2529,465.2996,465.5206,250472,465.5206
CAHM,2026-03-10,1104.8914,1156.528,1096.4417,1147.3273,261470,1147.3273
HQPT,2026-03-10,48.6351,49.4025,48.4225,48.619,614560,48.619
YUQR,2026-03-10,516.1424,536.5372,511.4812,522.1442,217376,522.1442
CZV,2026-03-10,211.8095,213.9353,206.9452,209.0224,671952,209.0224
VOLI,2026-03-10,169.4384,180.2574,166.7486,179.9261,569225,179.9261
DHWMA,2026-03-10,424.1695,424.5589,417.6222,420.9027,72527,420.9027
ZGOJ,2026-03-10,556.1152,597.9019,553.0177,596.4114,566909,596.4114
OIOO,2026-03-10,691.4982,709.6934,677.7647,701.208,3656309,701.208
NPWW,2026-03-10,704.0999,719.083,664.9565,677.6228,256762,677.6228
JISTW,2026-03-10,52.8168,53.4177,52.7203,53.2236,134516,53.2236
HJD,2026-03-10,1077.0114,1089.7498,1041.7472,1055.2785,376531,1055.2785
XREL,2026-03-10,703.7254,704.3182,679.0257,698.7515,83863,698.7515
HORT,2026-03-10,795.7475,823.5937,778.1124,812.0894,164882,812.0894
ILP,2026-03-10,764.2614,764.5927,753.5222,759.7714,19718,759.7714
UMBT,2026-03-10,316.9714,322.9633,314.5919,321.6039,821086,321.6039
AWOX,2026-03-10,329.0098,333.6202,328.3217,332.8317,2070367,332.8317
KTEKC,2026-03-10,290.5281,308.1395,290.1974,304.7282,592185,304.7282
ZYVC,2026-03-10,141.908,142.0229,133.9188,136.0202,165541,136.0202
UGIE,2026-03-10,507.1626,516.8557,504.7751,514.0786,938932,514.0786
BMK,2026-03-10,350.1346,360.3315,347.1136,358.1007,189739,358.1007
LUCRW,2026-03-10,35.0417,36.0388,34.6196,35.7558,512597,35.7558
CCT,2026-03-10,150.0395,150.7039,147.1204,147.9256,1578742,147.9256
FCVJ,2026-03-10,148.8698,155.8591,147.7343,155.5807,37775,155.5807
XJED,2026-03-10,182.8315,183.1621,171.99,176.7477,901088,176.7477
TCLH,2026-03-10,918.7495,932.1698,903.5971,917.8349,49949,917.8349
DNFO,2026-03-10,326.5096,330.5547,325.9948,326.6802,560670,326.6802
NKII,2026-03-10,723.6498,731.7296,721.9286,729.2533,1302182,729.2533
QZIZI,2026-03-10,771.9034,780.0973,763.434,773.1077,421254,773.1077
JPYTB,2026-03-10,347.5893,361.524,347.3833,359.8267,3328521,359.8267
ZNPJ,2026-03-10,385.958,389.4777,371.1939,374.7879,220414,374.7879
RXIRR,2026-03-10,15.1779,15.342,14.8838,14.9765,513576,14.9765
EFYM,2026-03-10,218.9451,237.0509,212.7707,236.1236,2070360,236.1236
VUVE,2026-03-10,325.0396,327.9189,320.6104,326.3728,102606,326.3728
ZMHJN,2026-03-10,227.0533,227.1674,217.0641,218.4119,1855051,218.4119
DLYFL,2026-03-10,16.1625,16.4688,15.8595,16.0888,3117866,16.0888
SDSL,2026-03-10,328.1455,333.4696,323.9427,327.1081,343534,327.1081
JOERN,2026-03-10,521.0229,528.5965,517.8216,528.0083,79242,528.0083
BULH,2026-03-10,448.3877,452.9416,439.2489,447.9604,137210,447.9604
YNUS,2026-03-10,435.9538,444.7069,430.6499,436.7503,119462,436.7503
HZYB,2026-03-10,429.7102,434.176,423.515,426.4999,71000,426.4999
ADLJL,2026-03-10,210.8091,213.8763,204.3977,206.1682,32345,206.1682
HXMDW,2026-03-10,788.2242,801.6146,784.7518,795.2891,383911,795.2891
FZUGM,2026-03-10,148.0258,148.2591,142.1735,142.6051,571397,142.6051
QLRI,2026-03-10,302.4219,320.1367,295.7335,313.9799,136187,313.9799
XVGQO,2026-03-10,403.806,405.8375,403.0703,404.5575,630772,404.5575
MURH,2026-03-10,339.005,340.2251,329.5708,331.0029,131457,331.0029
IMG,2026-03-10,427.9042,437.3256,426.0724,432.9731,455652,432.9731
BMW,2026-03-10,781.2921,808.1128,779.7844,803.909,499733,803.909
KLO,2026-03-10,140.1271,141.9062,139.9392,140.6011,626758,140.6011
THIVN,2026-03-10,1186.1365,1205.2515,1181.4723,1197.8591,888372,1197.8591
PSPEQ,2026-03-10,810.3049,819.104,797.1797,804.0049,1088768,804.0049
SNO,2026-03-10,347.2938,366.644,345.4835,363.7845,134756,363.7845
HHYZ,2026-03-10,756.1967,774.1942,750.8301,767.9815,168451,767.9815
HHSJ,2026-03-10,499.3927,512.7442,496.2057,502.5984,5952,502.5984
CIM,2026-03-10,848.2396,860.6373,846.5738,856.0805,4429398,856.0805
YAVU,2026-03-10,248.9791,250.272,244.7949,246.2934,401386,246.2934
VNCR,2026-03-10,69.5291,69.8169,67.7819,68.1601,48379,68.1601
MER,2026-03-10,377.796,383.2237,377.418,379.8392,517065,379.8392
COBO,2026-03-10,315.4743,319.3102,314.9832,317.0781,689819,317.0781
ORI,2026-03-10,249.5522,250.2828,245.5284,245.8732,175633,245.8732
TTZQ,2026-03-10,324.8554,326.137,321.6753,324.5004,489192,324.5004
VTZM,2026-03-10,213.82,216.4381,211.7322,216.1476,514761,216.1476
PLR,2026-03-10,459.8376,460.9424,458.9859,460.0657,261441,460.0657
WXQLM,2026-03-10,627.2225,635.4303,588.9991,604.1097,1991623,604.1097
ODGF,2026-03-10,414.8435,415.0347,404.0818,407.2493,61985,407.2493
HXFE,2026-03-10,303.5826,311.3656,300.4935,308.0351,291100,308.0351
TIFI,2026-03-10,151.0367,153.5791,150.6175,153.0566,166994,153.0566
ZQME,2026-03-10,290.9123,300.94,287.7894,295.523,164624,295.523
BDFL,2026-03-10,72.1627,72.9517,69.7435,70.262,122808,70.262
NGQ,2026-03-10,313.5172,316.6072,310.0511,312.9148,67181,312.9148
AHF,2026-03-11,1401.6795,1427.7467,1395.2542,1418.5788,83847,1418.5788
SIEY,2026-03-11,1100.6685,1115.876,1099.2797,1110.9592,308092,1110.9592
HQJJ,2026-03-11,688.1937,717.395,678.2712,708.0139,2312970,708.0139
DDTO,2026-03-11,297.284,299.5974,292.5072,294.7098,269925,294.7098
ZNZWA,2026-03-11,142.1819,143.6094,140.385,142.1325,368857,142.1325
OUNA,2026-03-11,730.0067,739.6503,726.0951,733.6426,795231,733.6426
ZQLN,2026-03-11,441.7459,451.444,439.0708,449.1904,265607,449.1904
RFDY,2026-03-11,627.1277,643.5479,625.6561,642.0577,7727581,642.0577
UCEN,2026-03-11,134.9001,135.7095,133.3756,133.6513,423407,133.6513
MWXE,2026-03-11,122.3378,124.7543,120.8379,123.9313,336375,123.9313
BIBMX,2026-03-11,147.8751,148.1995,146.9986,147.2812,1559126,147.2812
LYYA,2026-03-11,102.5711,102.951,101.3136,101.6949,490269,101.6949
TEH,2026-03-11,906.5665,906.8323,875.3375,880.9369,411971,880.9369
ELSO,2026-03-11,378.992,387.5616,358.7337,363.2548,676745,363.2548
JOW,2026-03-11,205.9,210.1524,203.613,208.3546,1250867,208.3546
JBM,2026-03-11,410.6094,410.9112,409.0576,409.3074,71410,409.3074
IAWGP,2026-03-11,575.9671,580.0647,560.2687,573.576,819226,573.576
SHI,2026-03-11,189.9133,192.505,188.3414,191.4105,281868,191.4105
UPIL,2026-03-11,303.4728,305.7799,294.2808,301.113,135217,301.113
DBZP,2026-03-11,264.166,266.0963,253.8753,259.2989,443503,259.2989
MOXDD,2026-03-11,726.8727,727.0628,694.8981,695.2012,221481,695.2012
MGLSG,2026-03-11,1035.6345,1053.7283,1021.2705,1053.0779,124799,1053.0779
NTUX,2026-03-11,524.3953,528.2011,511.49,514.3701,58179,514.3701
CLW,2026-03-11,556.4138,565.8702,549.6452,565.4301,618834,565.4301
FBYB,2026-03-11,939.8744,943.4255,924.6852,924.9509,909070,924.9509
ZCAI,2026-03-11,267.0975,267.9591,266.3547,267.5503,170733,267.5503
RBQA,2026-03-11,681.6195,685.0478,674.674,676.5999,3478520,676.5999
PJAWE,2026-03-11,560.5653,567.424,555.3097,563.8771,1099176,563.8771
LAHK,2026-03-11,77.5531,81.5721,76.7201,81.2562,391527,81.2562
YRETH,2026-03-11,463.458,472.8638,462.52,472.59,404060,472.59
CAHM,2026-03-11,1137.3341,1149.1686,1118.4616,1130.7456,359095,1130.7456
HQPT,2026-03-11,48.4361,49.713,46.6305,46.9929,3387800,46.9929
YUQR,2026-03-11,529.5084,537.1893,527.5723,532.3155,256247,532.3155
CZV,2026-03-11,209.0796,212.3575,205.2575,205.6884,265823,205.6884
VOLI,2026-03-11,179.3104,180.8673,177.4946,178.4313,948814,178.4313
DHWMA,2026-03-11,421.6223,439.1865,418.6016,435.0567,310801,435.0567
ZGOJ,2026-03-11,586.5531,587.356,581.7785,582.8218,282371,582.8218
OIOO,2026-03-11,699.3157,724.7977,695.7421,721.7754,824828,721.7754
NPWW,2026-03-11,666.2029,679.1268,656.9449,670.5474,242662,670.5474
JISTW,2026-03-11,53.1159,54.2294,52.9346,53.7851,6677878,53.7851
HJD,2026-03-11,1057.7825,1073.0168,1037.839,1049.2611,645674,1049.2611
XREL,2026-03-11,702.5094,716.0617,664.9795,676.0155,220863,676.0155
HORT,2026-03-11,806.0615,842.4923,799.757,833.364,278669,833.364
ILP,2026-03-11,760.0605,768.6736,748.4045,750.8507,47226,750.8507
UMBT,2026-03-11,320.7148,323.0252,317.7571,321.9088,174346,321.9088
AWOX,2026-03-11,331.2275,332.3751,330.3413,331.656,279849,331.656
KTEKC,2026-03-11,302.8619,308.3633,300.1631,305.5853,6574752,305.5853
ZYVC,2026-03-11,136.9911,137.9369,129.3772,131.0071,33487,131.0071
UGIE,2026-03-11,514.9741,516.8556,510.7881,516.2585,1696387,516.2585
BMK,2026-03-11,358.9866,360.2053,349.906,353.0888,404438,353.0888
LUCRW,2026-03-11,35.4071,35.5956,35.3619,35.4517,177009,35.4517
CCT,2026-03-11,148.1529,148.3226,145.6107,146.6894,568243,146.6894
FCVJ,2026-03-11,154.5524,166.4531,154.1928,164.923,1543510,164.923
XJED,2026-03-11,178.2437,182.7976,173.0495,180.5785,280917,180.5785
TCLH,2026-03-11,912.5123,926.1015,910.8672,921.027,511530,921.027
DNFO,2026-03-11,326.332,332.6555,325.1007,331.096,696156,331.096
NKII,2026-03-11,725.2433,727.9805,717.9983,718.4364,384099,718.4364
QZIZI,2026-03-11,777.9186,826.707,773.6225,814.1742,124631,814.1742
JPYTB,2026-03-11,360.548,360.8456,359.6189,359.9146,683303,359.9146
ZNPJ,2026-03-11,376.4819,378.708,365.4859,369.896,35545,369.896
RXIRR,2026-03-11,14.9656,15.0775,14.6473,14.957,516158,14.957
EFYM,2026-03-11,234.0664,235.4498,226.4341,234.1656,110106,234.1656
VUVE,2026-03-11,326.2931,327.6848,324.32,326.4533,117037,326.4533
ZMHJN,2026-03-11,218.3452,224.0414,211.1142,212.3926,1603832,212.3926
DLYFL,2026-03-11,16.1815,16.2487,15.5558,16.0828,157012,16.0828
SDSL,2026-03-11,323.6096,330.8348,320.6949,323.6054,462552,323.6054
JOERN,2026-03-11,527.3928,536.5732,527.0735,536.2535,273658,536.2535
BULH,2026-03-11,444.4026,446.5354,432.1046,438.2142,217543,438.2142
YNUS,2026-03-11,436.5332,438.0162,412.0744,425.057,1438977,425.057
HZYB,2026-03-11,427.4423,430.6188,419.8394,422.8506,917168,422.8506
ADLJL,2026-03-11,207.1332,208.897,203.5928,208.4946,242606,208.4946
HXMDW,2026-03-11,788.5703,788.819,786.2006,787.2869,182378,787.2869
FZUGM,2026-03-11,147.0367,149.3908,145.3709,146.9413,357576,146.9413
QLRI,2026-03-11,319.0383,321.063,303.6598,308.4306,1358954,308.4306
XVGQO,2026-03-11,406.0006,407.3892,404.268,404.5815,295613,404.5815
MURH,2026-03-11,331.4419,345.5659,330.2499,344.2413,602251,344.2413
IMG,2026-03-11,432.098,432.8989,423.6544,426.1277,401773,426.1277
BMW,2026-03-11,805.2913,805.7413,765.276,773.6135,308695,773.6135
KLO,2026-03-11,139.9457,140.4655,139.7865,140.3112,752036,140.3112
THIVN,2026-03-11,1194.7694,1238.2519,1114.5247,1146.9485,257391,1146.9485
PSPEQ,2026-03-11,807.0323,812.7934,787.7344,790.8948,2161533,790.8948
SNO,2026-03-11,366.2758,379.3861,365.2705,372.7349,425941,372.7349
HHYZ,2026-03-11,766.6801,772.9306,736.4181,740.3455,1963843,740.3455
HHSJ,2026-03-11,500.9407,507.7289,438.0839,441.1293,458040,441.1293
CIM,2026-03-11,851.1723,863.0489,848.6426,861.0067,259185,861.0067
YAVU,2026-03-11,247.5735,248.407,240.2535,243.1964,1352031,243.1964
VNCR,2026-03-11,68.2906,69.2556,67.9916,68.6981,139429,68.6981
MER,2026-03-11,380.8958,386.6489,380.8472,383.4206,477798,383.4206
COBO,2026-03-11,318.9843,326.2221,312.1698,314.3882,774441,314.3882
ORI,2026-03-11,245.8208,247.9996,244.7082,246.6727,1596221,246.6727
TTZQ,2026-03-11,324.3183,325.5061,322.5226,322.9558,669046,322.9558
VTZM,2026-03-11,218.7463,221.496,218.4296,220.4803,304365,220.4803
PLR,2026-03-11,458.8384,460.8822,451.7901,455.1726,307214,455.1726
WXQLM,2026-03-11,608.6672,630.956,608.3413,621.6342,1253331,621.6342
ODGF,2026-03-11,409.7081,413.1937,397.2445,398.3264,1335759,398.3264
HXFE,2026-03-11,306.0387,312.308,304.4622,310.1701,782771,310.1701
TIFI,2026-03-11,153.5947,155.0544,152.2831,153.5568,99635,153.5568
ZQME,2026-03-11,296.2156,303.083,295.5371,301.2208,225527,301.2208
BDFL,2026-03-11,70.0763,70.9858,68.9112,69.5902,712957,69.5902
NGQ,2026-03-11,314.3444,315.4439,310.1081,312.3252,429724,312.3252
AHF,2026-03-12,1400.4537,1405.74,1369.2447,1374.3685,240929,1374.3685
SIEY,2026-03-12,1112.2677,1128.5609,1106.3387,1114.1621,40907,1114.1621
HQJJ,2026-03-12,710.1865,726.681,679.4902,687.4045,288907,687.4045
DDTO,2026-03-12,293.8574,294.9336,288.0274,294.7595,122296,294.7595
ZNZWA,2026-03-12,142.9615,144.8569,140.4218,141.3489,467707,141.3489
OUNA,2026-03-12,732.4461,737.5259,732.1203,732.7761,426319,732.7761
ZQLN,2026-03-12,445.8976,454.4191,442.5756,451.2638,3593084,451.2638
RFDY,2026-03-12,637.6145,644.3186,634.1618,635.1398,291053,635.1398
UCEN,2026-03-12,133.2699,135.7436,131.9243,132.193,621854,132.193
MWXE,2026-03-12,124.7519,124.8206,122.3075,123.2186,117199,123.2186
BIBMX,2026-03-12,147.8514,150.264,146.4285,149.7733,535808,149.7733
LYYA,2026-03-12,101.4491,105.2786,100.481,103.6785,3099079,103.6785
TEH,2026-03-12,886.5106,890.991,881.7653,890.9317,455705,890.9317
ELSO,2026-03-12,363.037,364.0257,351.5409,351.9083,97732,351.9083
JOW,2026-03-12,208.6931,221.7619,208.1673,220.845,1696242,220.845
JBM,2026-03-12,410.8771,416.0011,409.2233,412.9438,1356721,412.9438
IAWGP,2026-03-12,571.5603,581.5773,569.2062,579.1167,3134690,579.1167
SHI,2026-03-12,190.7527,190.7723,190.1115,190.4215,1655912,190.4215
UPIL,2026-03-12,301.2464,301.9604,282.8235,292.5216,183582,292.5216
DBZP,2026-03-12,256.5654,261.5021,252.8103,255.6796,31907,255.6796
MOXDD,2026-03-12,695.6719,708.7555,672.2966,705.9987,549841,705.9987
MGLSG,2026-03-12,1049.9952,1053.4578,1035.929,1053.3578,301552,1053.3578
NTUX,2026-03-12,517.7053,517.9587,515.547,515.9969,72422,515.9969
CLW,2026-03-12,563.8089,603.1963,560.2604,594.0212,141286,594.0212
FBYB,2026-03-12,931.1964,943.5524,918.9222,929.3971,112804,929.3971
ZCAI,2026-03-12,268.625,269.5034,262.1697,265.2907,3424003,265.2907
RBQA,2026-03-12,674.2855,693.9069,668.4296,690.2063,753646,690.2063
PJAWE,2026-03-12,558.0509,559.4472,553.6543,557.3741,315763,557.3741
LAHK,2026-03-12,81.0386,83.0349,80.191,82.6696,2575358,82.6696
YRETH,2026-03-12,475.6825,477.0653,462.0825,466.5362,686515,466.5362
CAHM,2026-03-12,1141.0067,1149.629,1133.9028,1139.9542,2952066,1139.9542
HQPT,2026-03-12,47.128,48.4875,44.4703,45.6076,939285,45.6076
YUQR,2026-03-12,526.1194,529.1399,515.2596,523.7984,489746,523.7984
CZV,2026-03-12,206.9549,211.2572,202.9167,207.6399,1112731,207.6399
VOLI,2026-03-12,176.6147,176.9423,170.2112,172.0622,437407,172.0622
DHWMA,2026-03-12,445.4573,446.1355,427.6865,434.3247,515005,434.3247
ZGOJ,2026-03-12,575.8206,632.3915,564.7688,618.966,908185,618.966
OIOO,2026-03-12,724.1328,741.8796,718.7866,730.3551,105116,730.3551
NPWW,2026-03-12,678.362,678.8808,599.6123,609.2204,227475,609.2204
JISTW,2026-03-12,53.8339,53.94,53.5269,53.6574,546040,53.6574
HJD,2026-03-12,1056.0153,1073.1452,1009.7948,1015.6908,295248,1015.6908
XREL,2026-03-12,686.7854,706.1751,678.7703,678.8535,1089319,678.8535
HORT,2026-03-12,829.1798,865.4005,822.8553,850.6102,326715,850.6102
ILP,2026-03-12,753.3608,756.3926,748.8399,748.8517,273650,748.8517
UMBT,2026-03-12,323.8179,326.6573,316.6792,317.834,1117985,317.834
AWOX,2026-03-12,331.287,332.6894,327.7898,328.1936,896920,328.1936
KTEKC,2026-03-12,302.5004,308.2678,296.3663,297.0116,70465,297.0116
ZYVC,2026-03-12,127.718,133.2092,126.6259,130.6332,183355,130.6332
UGIE,2026-03-12,515.9829,518.5216,506.6123,507.2457,261154,507.2457
BMK,2026-03-12,354.2269,360.5194,344.8548,351.3797,929776,351.3797
LUCRW,2026-03-12,35.8723,36.8138,34.7003,35.1574,1331825,35.1574
CCT,2026-03-12,146.3589,149.2336,146.3164,147.8174,190733,147.8174
FCVJ,2026-03-12,162.6644,165.6965,154.7515,155.493,1354537,155.493
XJED,2026-03-12,180.4808,184.901,177.2774,182.6844,371558,182.6844
TCLH,2026-03-12,921.7469,933.0798,893.1286,905.1306,294349,905.1306
DNFO,2026-03-12,331.0139,335.1743,330.0071,332.7512,2953095,332.7512
NKII,2026-03-12,716.3041,733.0163,703.911,719.9175,509018,719.9175
QZIZI,2026-03-12,792.8325,816.1891,789.7405,795.196,3015916,795.196
JPYTB,2026-03-12,357.308,361.782,357.2286,360.9204,761086,360.9204
ZNPJ,2026-03-12,373.2804,379.4906,368.6362,372.2216,80327,372.2216
RXIRR,2026-03-12,15.1037,15.2483,14.1569,14.6087,545064,14.6087
EFYM,2026-03-12,236.0819,244.6243,234.8077,239.5179,142491,239.5179
VUVE,2026-03-12,327.7176,337.1382,322.725,335.8885,896356,335.8885
ZMHJN,2026-03-12,212.5618,212.6651,207.4246,211.3126,114872,211.3126
DLYFL,2026-03-12,15.8579,16.4947,14.6835,14.8982,1913187,14.8982
SDSL,2026-03-12,320.722,322.1953,310.7601,311.6959,94757,311.6959
JOERN,2026-03-12,537.0153,543.4416,536.9401,540.8739,262330,540.8739
BULH,2026-03-12,437.1331,449.5839,434.9627,445.6317,124009,445.6317
YNUS,2026-03-12,427.445,432.3564,418.39,419.5194,242695,419.5194
HZYB,2026-03-12,425.2399,439.4205,423.8641,438.7619,2640812,438.7619
ADLJL,2026-03-12,207.4859,212.3334,206.0669,212.2753,106813,212.2753
HXMDW,2026-03-12,786.5462,812.2486,784.8446,810.6016,945911,810.6016
FZUGM,2026-03-12,146.4475,151.695,144.4741,150.6122,334181,150.6122
QLRI,2026-03-12,311.7587,312.6307,291.0818,298.0697,350441,298.0697
XVGQO,2026-03-12,406.8485,408.3579,401.9599,402.9041,738917,402.9041
MURH,2026-03-12,342.1643,350.2014,340.8868,348.0544,150491,348.0544
IMG,2026-03-12,425.5189,435.8877,423.2892,430.2253,393078,430.2253
BMW,2026-03-12,775.2091,783.6148,766.3853,781.7686,644769,781.7686
KLO,2026-03-12,140.1506,140.6495,138.8902,139.154,655794,139.154
THIVN,2026-03-12,1153.8907,1208.9354,1151.9053,1185.1371,903745,1185.1371
PSPEQ,2026-03-12,791.7856,797.4888,743.8965,752.1827,138079,752.1827
SNO,2026-03-12,378.5972,399.8346,377.8202,397.1968,342313,397.1968
HHYZ,2026-03-12,739.3368,780.0869,728.2339,771.818,1495815,771.818
HHSJ,2026-03-12,440.8353,449.8352,423.8449,433.0484,528705,433.0484
CIM,2026-03-12,852.872,864.8422,835.0057,863.7285,34061,863.7285
YAVU,2026-03-12,240.47,243.0104,235.2021,236.6883,1117111,236.6883
VNCR,2026-03-12,68.4733,68.9634,68.4454,68.9573,215353,68.9573
MER,2026-03-12,382.414,383.5131,379.2706,379.4758,63145,379.4758
COBO,2026-03-12,314.9446,322.2977,311.3197,320.1792,648677,320.1792
ORI,2026-03-12,249.6177,251.0129,246.9902,250.4303,3292439,250.4303
TTZQ,2026-03-12,322.3895,323.3518,321.3692,323.3327,567377,323.3327
VTZM,2026-03-12,218.1802,219.0091,210.8297,214.3133,364862,214.3133
PLR,2026-03-12,454.2739,468.4074,453.4617,461.4424,342548,461.4424
WXQLM,2026-03-12,623.1419,627.5689,608.059,609.3142,220369,609.3142
ODGF,2026-03-12,395.6245,398.5958,380.443,385.2077,1088469,385.2077
HXFE,2026-03-12,308.8873,310.2713,304.0076,307.4078,364994,307.4078
TIFI,2026-03-12,153.0284,156.1971,150.957,155.848,67738,155.848
ZQME,2026-03-12,297.8484,304.0163,297.754,300.8396,159362,300.8396
BDFL,2026-03-12,69.485,70.3521,68.5128,68.8011,231035,68.8011
NGQ,2026-03-12,311.6981,311.7849,305.643,305.9371,391557,305.9371
AHF,2026-03-13,1356.3678,1407.7567,1344.5369,1393.6414,3365125,1393.6414
SIEY,2026-03-13,1108.2063,1130.3905,1094.9992,1119.6303,89609,1119.6303
HQJJ,2026-03-13,689.5296,710.8975,675.5833,680.9637,5056729,680.9637
DDTO,2026-03-13,294.1857,301.1154,293.9593,298.7417,928049,298.7417
ZNZWA,2026-03-13,140.3759,142.1072,138.2597,138.3196,177300,138.3196
OUNA,2026-03-13,734.4771,754.1198,725.3148,753.1922,1065389,753.1922
